,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Shower
315,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True
316,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
317,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True
318,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
319,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
320,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True
321,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
322,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False
323,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
324,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
325,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
326,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
327,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True
328,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
329,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
330,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
331,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True
332,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False
333,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
334,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
335,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
336,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
337,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
338,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
339,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
340,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
341,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True
342,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
343,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
344,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
345,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
346,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True
347,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True
348,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
349,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
350,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True
351,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True
352,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True
353,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
354,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True
355,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
356,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
357,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True
358,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
359,True,False,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
360,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
362,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
363,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
364,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False
365,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
366,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,True
367,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
368,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
369,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
370,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False
371,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True
372,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True
373,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True
374,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
375,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True
376,True,True,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
377,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
378,False,False,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
379,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
380,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True
381,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
382,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
383,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
384,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
385,True,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
386,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
387,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
388,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
389,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
390,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True
391,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
393,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
394,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
395,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
396,True,True,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
397,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
398,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
399,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
400,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False
401,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
402,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
403,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
404,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True
405,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
406,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
407,True,False,True,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
408,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
409,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
410,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True
411,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True
412,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
413,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False
414,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
415,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True
416,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False
417,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
418,False,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
419,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False
420,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
421,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
422,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True
423,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True
424,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
425,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True
426,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
427,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
428,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True
429,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
430,True,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
431,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True
432,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,True
433,True,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
434,True,True,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
435,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
436,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
437,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
438,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
439,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,True,False,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True
441,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
442,True,True,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True
443,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
444,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
445,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
446,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
447,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True
448,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
449,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True
450,True,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
451,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True
452,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
453,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
454,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
455,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
456,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
457,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
458,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
459,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
461,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
462,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
463,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True
464,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
465,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
466,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True
467,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
468,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True
469,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
470,True,False,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
471,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True
473,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True
